-- Logs begin at Fri 2019-10-25 18:53:13 UTC, end at Thu 2019-10-31 18:37:26 UTC. --
Oct 31 18:16:16 openhouse-demo-k8s-master-1 etcd[6343]: 2019-10-31 18:16:16.846053 I | mvcc: store.index: compact 35228175
Oct 31 18:16:16 openhouse-demo-k8s-master-1 etcd[6343]: 2019-10-31 18:16:16.851667 I | mvcc: finished scheduled compaction at 35228175 (took 4.241144ms)
Oct 31 18:16:17 openhouse-demo-k8s-master-1 etcd[6343]: 2019-10-31 18:16:17.115592 W | etcdserver: read-only range request "key:\"/registry/deployments/default/\" range_end:\"/registry/deployments/default0\" limit:500 " with result "range_response_count:1 size:1897" took too long (106.603947ms) to execute
Oct 31 18:17:28 openhouse-demo-k8s-master-1 etcd[6343]: 2019-10-31 18:17:28.429874 W | etcdserver: request "header:<ID:14919139277656605350 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/events/default/backend-844b95fc6f-b6p9z.15d2ce1e0a6fe961\" mod_revision:0 > success:<request_put:<key:\"/registry/events/default/backend-844b95fc6f-b6p9z.15d2ce1e0a6fe961\" value_size:392 lease:5695767240801829302 >> failure:<>>" with result "size:20" took too long (101.994759ms) to execute
Oct 31 18:17:28 openhouse-demo-k8s-master-1 etcd[6343]: 2019-10-31 18:17:28.429960 W | etcdserver: read-only range request "key:\"/registry/events/default/backend-844b95fc6f.15d2cdf7b2861297\" " with result "range_response_count:1 size:485" took too long (105.102815ms) to execute
Oct 31 18:17:28 openhouse-demo-k8s-master-1 etcd[6343]: 2019-10-31 18:17:28.430792 W | etcdserver: read-only range request "key:\"/registry/pods/default/backend-844b95fc6f-rgwln\" " with result "range_response_count:1 size:1121" took too long (102.108565ms) to execute
Oct 31 18:17:28 openhouse-demo-k8s-master-1 etcd[6343]: 2019-10-31 18:17:28.461562 W | etcdserver: read-only range request "key:\"/registry/pods/default/backend-844b95fc6f-g44hv\" " with result "range_response_count:1 size:1118" took too long (120.365556ms) to execute
Oct 31 18:17:28 openhouse-demo-k8s-master-1 etcd[6343]: 2019-10-31 18:17:28.656514 W | etcdserver: request "header:<ID:14919139277656605369 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/pods/default/backend-844b95fc6f-b6p9z\" mod_revision:35229270 > success:<request_put:<key:\"/registry/pods/default/backend-844b95fc6f-b6p9z\" value_size:1426 >> failure:<request_range:<key:\"/registry/pods/default/backend-844b95fc6f-b6p9z\" > >>" with result "size:20" took too long (121.455757ms) to execute
Oct 31 18:17:28 openhouse-demo-k8s-master-1 etcd[6343]: 2019-10-31 18:17:28.656744 W | etcdserver: read-only range request "key:\"/registry/events/default/backend-844b95fc6f.15d2cdf7b2861297\" " with result "range_response_count:1 size:485" took too long (134.958994ms) to execute
Oct 31 18:20:11 openhouse-demo-k8s-master-1 etcd[6343]: 2019-10-31 18:20:11.182404 W | etcdserver: read-only range request "key:\"/registry/events/default/backend-844b95fc6f-g44hv.15d2ce1df72e8579\" " with result "range_response_count:1 size:547" took too long (361.492635ms) to execute
Oct 31 18:20:11 openhouse-demo-k8s-master-1 etcd[6343]: 2019-10-31 18:20:11.187120 W | etcdserver: read-only range request "key:\"/registry/storageclasses\" range_end:\"/registry/storageclasset\" count_only:true " with result "range_response_count:0 size:9" took too long (341.112268ms) to execute
