-- Logs begin at Mon 2019-12-16 15:39:59 UTC, end at Wed 2019-12-18 05:30:15 UTC. --
Dec 18 05:10:08 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-18 05:10:08.171093 I | mvcc: store.index: compact 44717454
Dec 18 05:10:08 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-18 05:10:08.178282 I | mvcc: finished scheduled compaction at 44717454 (took 5.432097ms)
Dec 18 05:13:12 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-18 05:13:12.602561 N | compactor: Starting auto-compaction at revision 44639397
Dec 18 05:13:12 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-18 05:13:12.603218 N | compactor: Finished auto-compaction at revision 44639397
Dec 18 05:15:08 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-18 05:15:08.186446 I | mvcc: store.index: compact 44718199
Dec 18 05:15:08 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-18 05:15:08.192792 I | mvcc: finished scheduled compaction at 44718199 (took 4.929504ms)
Dec 18 05:15:32 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-18 05:15:32.954004 I | wal: segmented wal file /var/lib/etcd/member/wal/000000000000062e-0000000002f0472b.wal is created
Dec 18 05:15:39 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-18 05:15:39.854875 W | etcdserver: read-only range request "key:\"/registry/pods/default/backend-844b95fc6f-nkv9k\" " with result "range_response_count:1 size:2946" took too long (104.517095ms) to execute
Dec 18 05:15:39 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-18 05:15:39.855067 W | etcdserver: read-only range request "key:\"/registry/pods/default/backend-844b95fc6f-mt2jr\" " with result "range_response_count:1 size:2946" took too long (106.643882ms) to execute
Dec 18 05:15:42 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-18 05:15:42.787887 I | pkg/fileutil: purged file /var/lib/etcd/member/wal/0000000000000629-0000000002eda789.wal successfully
Dec 18 05:18:40 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-18 05:18:40.170227 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (128.058034ms) to execute
Dec 18 05:18:40 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-18 05:18:40.170503 W | etcdserver: read-only range request "key:\"/registry/deployments/default/backend\" " with result "range_response_count:1 size:1897" took too long (148.692802ms) to execute
Dec 18 05:18:40 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-18 05:18:40.170696 W | etcdserver: read-only range request "key:\"/registry/replicasets/default/backend-844b95fc6f\" " with result "range_response_count:1 size:1065" took too long (135.90464ms) to execute
Dec 18 05:20:08 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-18 05:20:08.200125 I | mvcc: store.index: compact 44719004
Dec 18 05:20:08 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-18 05:20:08.207864 I | mvcc: finished scheduled compaction at 44719004 (took 6.071385ms)
Dec 18 05:20:15 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-18 05:20:15.583041 W | wal: sync duration of 1.912994695s, expected less than 1s
Dec 18 05:20:15 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-18 05:20:15.588517 W | etcdserver: request "header:<ID:14919139277706228940 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/minions/openhouse-demo-k8s-node-nf-4\" mod_revision:44719832 > success:<request_put:<key:\"/registry/minions/openhouse-demo-k8s-node-nf-4\" value_size:4071 >> failure:<request_range:<key:\"/registry/minions/openhouse-demo-k8s-node-nf-4\" > >>" with result "size:20" took too long (1.91789159s) to execute
Dec 18 05:20:15 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-18 05:20:15.588887 W | etcdserver: read-only range request "key:\"/registry/configmaps/kube-system/dns-autoscaler\" " with result "range_response_count:1 size:285" took too long (1.314819791s) to execute
Dec 18 05:20:15 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-18 05:20:15.590774 W | etcdserver: read-only range request "key:\"/registry/controllers\" range_end:\"/registry/controllert\" count_only:true " with result "range_response_count:0 size:7" took too long (1.191905895s) to execute
Dec 18 05:20:15 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-18 05:20:15.591191 W | etcdserver: read-only range request "key:\"/registry/mutatingwebhookconfigurations\" range_end:\"/registry/mutatingwebhookconfigurationt\" count_only:true " with result "range_response_count:0 size:9" took too long (101.673799ms) to execute
Dec 18 05:20:15 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-18 05:20:15.591486 W | etcdserver: read-only range request "key:\"/registry/config.istio.io/rbacs\" range_end:\"/registry/config.istio.io/rbact\" count_only:true " with result "range_response_count:0 size:7" took too long (202.89963ms) to execute
Dec 18 05:20:15 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-18 05:20:15.591681 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices\" range_end:\"/registry/apiregistration.k8s.io/apiservicet\" count_only:true " with result "range_response_count:0 size:9" took too long (282.387433ms) to execute
Dec 18 05:20:15 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-18 05:20:15.591872 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:458" took too long (648.067963ms) to execute
Dec 18 05:20:15 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-18 05:20:15.592057 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (1.007785207s) to execute
Dec 18 05:20:40 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-18 05:20:40.305571 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-master-1\" " with result "range_response_count:1 size:4755" took too long (175.877037ms) to execute
