-- Logs begin at Wed 2019-12-18 19:54:41 UTC, end at Fri 2019-12-20 04:56:46 UTC. --
Dec 20 04:36:06 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-20 04:36:06.189589 I | mvcc: store.index: compact 45202290
Dec 20 04:36:06 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-20 04:36:06.198930 I | mvcc: finished scheduled compaction at 45202290 (took 7.016062ms)
Dec 20 04:40:35 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-20 04:40:35.421930 W | etcdserver: request "header:<ID:14919139277708139455 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/minions/openhouse-demo-k8s-node-nf-3\" mod_revision:45204614 > success:<request_put:<key:\"/registry/minions/openhouse-demo-k8s-node-nf-3\" value_size:4355 >> failure:<request_range:<key:\"/registry/minions/openhouse-demo-k8s-node-nf-3\" > >>" with result "size:20" took too long (419.451697ms) to execute
Dec 20 04:40:35 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-20 04:40:35.422117 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (129.141535ms) to execute
Dec 20 04:40:35 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-20 04:40:35.424167 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/kubernetes-dashboard-token-lvfxb\" " with result "range_response_count:1 size:2374" took too long (101.64739ms) to execute
Dec 20 04:41:06 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-20 04:41:06.202668 I | mvcc: store.index: compact 45203917
Dec 20 04:41:06 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-20 04:41:06.214744 I | mvcc: finished scheduled compaction at 45203917 (took 9.796872ms)
Dec 20 04:41:06 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-20 04:41:06.606340 W | etcdserver: read-only range request "key:\"/registry/controllers\" range_end:\"/registry/controllert\" count_only:true " with result "range_response_count:0 size:7" took too long (150.617ms) to execute
Dec 20 04:41:40 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-20 04:41:40.581393 W | etcdserver: request "header:<ID:14919139277708140161 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/pods/default/backend-844b95fc6f-rlgxr\" mod_revision:45204870 > success:<request_put:<key:\"/registry/pods/default/backend-844b95fc6f-rlgxr\" value_size:1426 >> failure:<request_range:<key:\"/registry/pods/default/backend-844b95fc6f-rlgxr\" > >>" with result "size:20" took too long (125.09842ms) to execute
Dec 20 04:41:40 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-20 04:41:40.581869 W | etcdserver: read-only range request "key:\"/registry/cronjobs/\" range_end:\"/registry/cronjobs0\" " with result "range_response_count:0 size:7" took too long (131.236389ms) to execute
Dec 20 04:43:41 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-20 04:43:41.208845 W | etcdserver: request "header:<ID:14919139277708141303 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/events/default/backend-844b95fc6f-kv2fd.15e1fab9f03cfbcf\" mod_revision:0 > success:<request_put:<key:\"/registry/events/default/backend-844b95fc6f-kv2fd.15e1fab9f03cfbcf\" value_size:392 lease:5695767240853365227 >> failure:<>>" with result "size:20" took too long (121.19544ms) to execute
