-- Logs begin at Thu 2019-12-19 00:14:23 UTC, end at Fri 2019-12-20 10:34:25 UTC. --
Dec 20 10:12:33 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-20 10:12:33.531054 W | etcdserver: request "header:<ID:14919139277708369450 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/events/default/backend-844b95fc6f-7fphd.15e20cac3a8b65ad\" mod_revision:0 > success:<request_put:<key:\"/registry/events/default/backend-844b95fc6f-7fphd.15e20cac3a8b65ad\" value_size:392 lease:5695767240853593624 >> failure:<>>" with result "size:20" took too long (121.225356ms) to execute
Dec 20 10:12:33 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-20 10:12:33.533610 W | etcdserver: read-only range request "key:\"/registry/secrets/default/gitlab\" " with result "range_response_count:1 size:442" took too long (140.019333ms) to execute
Dec 20 10:12:33 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-20 10:12:33.536403 W | etcdserver: read-only range request "key:\"/registry/secrets/default/default-token-zvvdz\" " with result "range_response_count:1 size:2261" took too long (142.481075ms) to execute
Dec 20 10:12:33 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-20 10:12:33.536603 W | etcdserver: read-only range request "key:\"/registry/pods/default/backend-844b95fc6f-7fphd\" " with result "range_response_count:1 size:1121" took too long (123.146334ms) to execute
Dec 20 10:13:20 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-20 10:13:20.350161 N | compactor: Starting auto-compaction at revision 45175414
Dec 20 10:13:20 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-20 10:13:20.350759 N | compactor: Finished auto-compaction at revision 45175414
Dec 20 10:16:08 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-20 10:16:08.438193 I | mvcc: store.index: compact 45263260
Dec 20 10:16:08 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-20 10:16:08.443147 I | mvcc: finished scheduled compaction at 45263260 (took 4.003996ms)
Dec 20 10:16:33 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-20 10:16:33.842386 W | etcdserver: read-only range request "key:\"/registry/pods/default/backend-844b95fc6f-wls2d\" " with result "range_response_count:1 size:1121" took too long (109.664819ms) to execute
Dec 20 10:16:33 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-20 10:16:33.869210 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (133.840785ms) to execute
Dec 20 10:16:33 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-20 10:16:33.869433 W | etcdserver: read-only range request "key:\"/registry/replicasets\" range_end:\"/registry/replicasett\" count_only:true " with result "range_response_count:0 size:9" took too long (136.153501ms) to execute
Dec 20 10:16:34 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-20 10:16:34.059063 W | etcdserver: read-only range request "key:\"/registry/pods/default/backend-844b95fc6f-qpq8v\" " with result "range_response_count:1 size:1121" took too long (173.982244ms) to execute
Dec 20 10:16:34 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-20 10:16:34.059298 W | etcdserver: request "header:<ID:14919139277708371491 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/deployments/default/backend\" mod_revision:45264006 > success:<request_put:<key:\"/registry/deployments/default/backend\" value_size:1844 >> failure:<request_range:<key:\"/registry/deployments/default/backend\" > >>" with result "size:20" took too long (135.071273ms) to execute
Dec 20 10:16:34 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-20 10:16:34.074151 W | etcdserver: read-only range request "key:\"/registry/replicasets/default/backend-844b95fc6f\" " with result "range_response_count:1 size:1065" took too long (153.366328ms) to execute
Dec 20 10:16:34 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-20 10:16:34.102260 W | etcdserver: read-only range request "key:\"/registry/events/default/backend-844b95fc6f.15e20ce42f4a9515\" " with result "range_response_count:1 size:485" took too long (178.04226ms) to execute
Dec 20 10:16:34 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-20 10:16:34.102960 W | etcdserver: read-only range request "key:\"/registry/pods/default/backend-844b95fc6f-vz8wh\" " with result "range_response_count:1 size:1121" took too long (174.410603ms) to execute
Dec 20 10:16:34 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-20 10:16:34.284155 W | etcdserver: request "header:<ID:14919139277708371512 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/services/endpoints/kube-system/kube-scheduler\" mod_revision:45263998 > success:<request_put:<key:\"/registry/services/endpoints/kube-system/kube-scheduler\" value_size:373 >> failure:<request_range:<key:\"/registry/services/endpoints/kube-system/kube-scheduler\" > >>" with result "size:20" took too long (121.847661ms) to execute
Dec 20 10:16:34 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-20 10:16:34.284769 W | etcdserver: read-only range request "key:\"/registry/events/default/backend-844b95fc6f.15e20ce42f4a9515\" " with result "range_response_count:1 size:485" took too long (122.339657ms) to execute
Dec 20 10:18:46 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-20 10:18:46.760054 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (231.203035ms) to execute
Dec 20 10:19:11 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-20 10:19:11.276635 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:458" took too long (216.628422ms) to execute
Dec 20 10:19:21 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-20 10:19:21.773701 W | etcdserver: read-only range request "key:\"/registry/deployments\" range_end:\"/registry/deploymentt\" count_only:true " with result "range_response_count:0 size:9" took too long (274.601372ms) to execute
Dec 20 10:19:21 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-20 10:19:21.773751 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:458" took too long (452.155633ms) to execute
Dec 20 10:19:44 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-20 10:19:44.369123 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices\" range_end:\"/registry/apiregistration.k8s.io/apiservicet\" count_only:true " with result "range_response_count:0 size:9" took too long (291.133072ms) to execute
Dec 20 10:20:03 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-20 10:20:03.401846 W | wal: sync duration of 1.916262538s, expected less than 1s
Dec 20 10:20:03 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-20 10:20:03.405482 W | etcdserver: read-only range request "key:\"/registry/leases\" range_end:\"/registry/leaset\" count_only:true " with result "range_response_count:0 size:7" took too long (1.876776229s) to execute
Dec 20 10:20:03 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-20 10:20:03.412115 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (300.360684ms) to execute
Dec 20 10:20:03 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-20 10:20:03.412284 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:458" took too long (1.447166472s) to execute
Dec 20 10:20:03 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-20 10:20:03.412575 W | etcdserver: read-only range request "key:\"/registry/pods\" range_end:\"/registry/podt\" count_only:true " with result "range_response_count:0 size:9" took too long (723.422726ms) to execute
Dec 20 10:21:08 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-20 10:21:08.512441 I | mvcc: store.index: compact 45263957
Dec 20 10:21:08 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-20 10:21:08.518856 I | mvcc: finished scheduled compaction at 45263957 (took 5.209656ms)
Dec 20 10:22:52 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-20 10:22:52.843224 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (509.946172ms) to execute
Dec 20 10:22:52 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-20 10:22:52.847417 W | etcdserver: read-only range request "key:\"/registry/controllerrevisions\" range_end:\"/registry/controllerrevisiont\" count_only:true " with result "range_response_count:0 size:9" took too long (344.658794ms) to execute
Dec 20 10:22:52 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-20 10:22:52.847789 W | etcdserver: read-only range request "key:\"/registry/horizontalpodautoscalers\" range_end:\"/registry/horizontalpodautoscalert\" count_only:true " with result "range_response_count:0 size:9" took too long (111.227188ms) to execute
Dec 20 10:26:08 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-20 10:26:08.529231 I | mvcc: store.index: compact 45264602
Dec 20 10:26:08 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-20 10:26:08.534326 I | mvcc: finished scheduled compaction at 45264602 (took 3.951214ms)
Dec 20 10:31:08 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-20 10:31:08.627089 I | mvcc: store.index: compact 45265142
Dec 20 10:31:08 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-20 10:31:08.635345 I | mvcc: finished scheduled compaction at 45265142 (took 5.818292ms)
Dec 20 10:31:34 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-20 10:31:34.972435 W | etcdserver: read-only range request "key:\"/registry/pods/default/backend-844b95fc6f-bj2k8\" " with result "range_response_count:1 size:1121" took too long (137.235478ms) to execute
