-- Logs begin at Mon 2019-12-16 21:28:28 UTC, end at Wed 2019-12-18 12:58:11 UTC. --
Dec 18 12:35:42 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-18 12:35:42.145811 W | etcdserver: request "header:<ID:14919139277706520397 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/pods/default/backend-844b95fc6f-wnjwl\" mod_revision:44794958 > success:<request_put:<key:\"/registry/pods/default/backend-844b95fc6f-wnjwl\" value_size:2870 >> failure:<request_range:<key:\"/registry/pods/default/backend-844b95fc6f-wnjwl\" > >>" with result "size:20" took too long (133.952829ms) to execute
Dec 18 12:35:42 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-18 12:35:42.146111 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/cronjob-controller-token-gdz7c\" " with result "range_response_count:1 size:2360" took too long (147.003494ms) to execute
Dec 18 12:35:42 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-18 12:35:42.161342 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:458" took too long (161.327742ms) to execute
Dec 18 12:35:42 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-18 12:35:42.387639 W | etcdserver: read-only range request "key:\"/registry/replicasets/default/backend-844b95fc6f\" " with result "range_response_count:1 size:1063" took too long (151.097002ms) to execute
Dec 18 12:35:42 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-18 12:35:42.387775 W | etcdserver: request "header:<ID:14919139277706520416 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/deployments/default/backend\" mod_revision:44794957 > success:<request_put:<key:\"/registry/deployments/default/backend\" value_size:1844 >> failure:<request_range:<key:\"/registry/deployments/default/backend\" > >>" with result "size:20" took too long (137.16459ms) to execute
Dec 18 12:39:14 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-18 12:39:14.125140 W | wal: sync duration of 1.581377518s, expected less than 1s
Dec 18 12:39:14 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-18 12:39:14.128146 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/pod-garbage-collector-token-2gv9p\" " with result "range_response_count:1 size:2381" took too long (1.914982481s) to execute
Dec 18 12:39:14 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-18 12:39:14.128529 W | etcdserver: read-only range request "key:\"/registry/config.istio.io/solarwindses\" range_end:\"/registry/config.istio.io/solarwindset\" count_only:true " with result "range_response_count:0 size:7" took too long (1.857014159s) to execute
Dec 18 12:39:14 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-18 12:39:14.128794 W | etcdserver: read-only range request "key:\"/registry/rbac.istio.io/rbacconfigs\" range_end:\"/registry/rbac.istio.io/rbacconfigt\" count_only:true " with result "range_response_count:0 size:7" took too long (1.702069325s) to execute
Dec 18 12:39:14 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-18 12:39:14.129035 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/cronjob-controller-token-gdz7c\" " with result "range_response_count:1 size:2360" took too long (1.603828441s) to execute
Dec 18 12:39:14 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-18 12:39:14.129630 W | etcdserver: request "header:<ID:14919139277706522842 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/minions/openhouse-demo-k8s-node-nf-2\" mod_revision:44795497 > success:<request_put:<key:\"/registry/minions/openhouse-demo-k8s-node-nf-2\" value_size:3914 >> failure:<request_range:<key:\"/registry/minions/openhouse-demo-k8s-node-nf-2\" > >>" with result "size:20" took too long (1.585641001s) to execute
Dec 18 12:39:14 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-18 12:39:14.130108 W | etcdserver: read-only range request "key:\"/registry/pods/default/backend-844b95fc6f-wnjwl\" " with result "range_response_count:1 size:4261" took too long (1.486765961s) to execute
Dec 18 12:39:14 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-18 12:39:14.130338 W | etcdserver: read-only range request "key:\"/registry/namespaces/default\" " with result "range_response_count:1 size:205" took too long (1.046774342s) to execute
Dec 18 12:39:14 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-18 12:39:14.130665 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices\" range_end:\"/registry/apiregistration.k8s.io/apiservicet\" count_only:true " with result "range_response_count:0 size:9" took too long (646.590096ms) to execute
Dec 18 12:39:14 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-18 12:39:14.130845 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (880.090041ms) to execute
Dec 18 12:39:14 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-18 12:39:14.131010 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:458" took too long (887.852977ms) to execute
Dec 18 12:40:12 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-18 12:40:12.217750 I | mvcc: store.index: compact 44794857
Dec 18 12:40:12 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-18 12:40:12.224946 I | mvcc: finished scheduled compaction at 44794857 (took 5.880661ms)
Dec 18 12:40:42 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-18 12:40:42.512098 W | etcdserver: read-only range request "key:\"/registry/replicasets/default/backend-844b95fc6f\" " with result "range_response_count:1 size:1063" took too long (128.170374ms) to execute
Dec 18 12:45:12 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-18 12:45:12.232776 I | mvcc: store.index: compact 44795670
Dec 18 12:45:12 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-18 12:45:12.238941 I | mvcc: finished scheduled compaction at 44795670 (took 4.723109ms)
Dec 18 12:45:12 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-18 12:45:12.452312 W | etcdserver: read-only range request "key:\"/registry/config.istio.io/edges\" range_end:\"/registry/config.istio.io/edget\" count_only:true " with result "range_response_count:0 size:7" took too long (108.524839ms) to execute
Dec 18 12:45:58 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-18 12:45:58.211657 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/endpoint-controller-token-lfmgk\" " with result "range_response_count:1 size:2367" took too long (173.433261ms) to execute
Dec 18 12:45:58 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-18 12:45:58.211845 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/replicaset-controller-token-6xc9z\" " with result "range_response_count:1 size:2381" took too long (173.018716ms) to execute
Dec 18 12:49:37 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-18 12:49:37.012337 W | etcdserver: request "header:<ID:14919139277706529916 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/pods/istio-system/istio-egressgateway-54b4586c76-47vwd\" mod_revision:0 > success:<request_put:<key:\"/registry/pods/istio-system/istio-egressgateway-54b4586c76-47vwd\" value_size:2461 >> failure:<>>" with result "size:20" took too long (129.603683ms) to execute
Dec 18 12:49:37 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-18 12:49:37.062597 W | etcdserver: read-only range request "key:\"/registry/certificatesigningrequests\" range_end:\"/registry/certificatesigningrequestt\" count_only:true " with result "range_response_count:0 size:7" took too long (105.055167ms) to execute
Dec 18 12:49:37 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-18 12:49:37.234302 W | etcdserver: read-only range request "key:\"/registry/replicasets/istio-system/istio-egressgateway-54b4586c76\" " with result "range_response_count:1 size:2624" took too long (156.812794ms) to execute
Dec 18 12:50:12 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-18 12:50:12.245675 I | mvcc: store.index: compact 44796491
Dec 18 12:50:12 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-18 12:50:12.253117 I | mvcc: finished scheduled compaction at 44796491 (took 5.713915ms)
Dec 18 12:50:12 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-18 12:50:12.444858 W | etcdserver: read-only range request "key:\"/registry/statefulsets\" range_end:\"/registry/statefulsett\" count_only:true " with result "range_response_count:0 size:9" took too long (126.655237ms) to execute
Dec 18 12:50:52 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-18 12:50:52.339734 W | etcdserver: read-only range request "key:\"/registry/events/istio-system/grafana-6585df8c56-78pzj.15e17810df764f48\" " with result "range_response_count:1 size:603" took too long (723.915353ms) to execute
Dec 18 12:50:52 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-18 12:50:52.344544 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-node-nf-2\" " with result "range_response_count:1 size:3989" took too long (723.929762ms) to execute
Dec 18 12:50:52 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-18 12:50:52.345242 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v1beta1.coordination.k8s.io\" " with result "range_response_count:1 size:664" took too long (106.626601ms) to execute
Dec 18 12:50:52 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-18 12:50:52.345544 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (682.327093ms) to execute
Dec 18 12:50:52 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-18 12:50:52.345871 W | etcdserver: read-only range request "key:\"/registry/deployments/istio-system/istio-ingressgateway\" " with result "range_response_count:1 size:6185" took too long (574.901976ms) to execute
Dec 18 12:50:52 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-18 12:50:52.346142 W | etcdserver: read-only range request "key:\"/registry/statefulsets\" range_end:\"/registry/statefulsett\" count_only:true " with result "range_response_count:0 size:9" took too long (655.411895ms) to execute
Dec 18 12:50:52 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-18 12:50:52.346442 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v1beta1.policy\" " with result "range_response_count:1 size:625" took too long (108.927156ms) to execute
Dec 18 12:50:52 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-18 12:50:52.346509 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v1beta1.rbac.authorization.k8s.io\" " with result "range_response_count:1 size:683" took too long (108.559007ms) to execute
Dec 18 12:50:52 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-18 12:50:52.346789 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v1beta1.extensions\" " with result "range_response_count:1 size:637" took too long (108.965695ms) to execute
Dec 18 12:50:52 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-18 12:50:52.347035 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v1.networking.k8s.io\" " with result "range_response_count:1 size:644" took too long (109.41663ms) to execute
Dec 18 12:50:52 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-18 12:50:52.347070 W | etcdserver: read-only range request "key:\"/registry/controllerrevisions\" range_end:\"/registry/controllerrevisiont\" count_only:true " with result "range_response_count:0 size:9" took too long (164.392138ms) to execute
Dec 18 12:50:52 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-18 12:50:52.347527 W | etcdserver: read-only range request "key:\"/registry/secrets/istio-system/prometheus-token-m5t27\" " with result "range_response_count:1 size:2314" took too long (206.354508ms) to execute
Dec 18 12:52:08 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-18 12:52:08.569246 W | etcdserver: read-only range request "key:\"/registry/serviceaccounts/kube-system/deployment-controller\" " with result "range_response_count:1 size:262" took too long (111.020976ms) to execute
Dec 18 12:52:08 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-18 12:52:08.569525 W | etcdserver: read-only range request "key:\"/registry/pods/istio-system/istio-grafana-post-install-1.1.5-hz5bc\" " with result "range_response_count:1 size:2115" took too long (109.427376ms) to execute
Dec 18 12:52:08 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-18 12:52:08.813411 W | etcdserver: read-only range request "key:\"/registry/poddisruptionbudgets/istio-system/istio-egressgateway\" " with result "range_response_count:1 size:889" took too long (162.992898ms) to execute
Dec 18 12:52:08 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-18 12:52:08.854934 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (130.166391ms) to execute
Dec 18 12:52:09 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-18 12:52:09.069252 W | etcdserver: read-only range request "key:\"/registry/replicasets/istio-system/istio-ingressgateway-746bdcc7c5\" " with result "range_response_count:1 size:2742" took too long (173.766633ms) to execute
Dec 18 12:52:09 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-18 12:52:09.069498 W | etcdserver: request "header:<ID:14919139277706531720 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/pods/istio-system/istio-pilot-759bbfd844-24n95\" mod_revision:44791656 > success:<request_put:<key:\"/registry/pods/istio-system/istio-pilot-759bbfd844-24n95\" value_size:3159 >> failure:<request_range:<key:\"/registry/pods/istio-system/istio-pilot-759bbfd844-24n95\" > >>" with result "size:20" took too long (156.173566ms) to execute
Dec 18 12:52:09 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-18 12:52:09.088839 W | etcdserver: read-only range request "key:\"/registry/serviceaccounts/kube-system/metrics-server\" " with result "range_response_count:1 size:603" took too long (193.141851ms) to execute
