-- Logs begin at Fri 2019-10-25 18:53:13 UTC, end at Thu 2019-10-31 20:39:15 UTC. --
Oct 31 20:17:27 openhouse-demo-k8s-master-1 etcd[6343]: 2019-10-31 20:17:27.719848 W | etcdserver: request "header:<ID:14919139277656668368 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/minions/openhouse-demo-k8s-node-nf-1\" mod_revision:35245612 > success:<request_put:<key:\"/registry/minions/openhouse-demo-k8s-node-nf-1\" value_size:5896 >> failure:<request_range:<key:\"/registry/minions/openhouse-demo-k8s-node-nf-1\" > >>" with result "size:20" took too long (176.239233ms) to execute
Oct 31 20:17:30 openhouse-demo-k8s-master-1 etcd[6343]: 2019-10-31 20:17:30.343971 W | etcdserver: read-only range request "key:\"/registry/cronjobs\" range_end:\"/registry/cronjobt\" count_only:true " with result "range_response_count:0 size:7" took too long (463.962971ms) to execute
Oct 31 20:18:06 openhouse-demo-k8s-master-1 etcd[6343]: 2019-10-31 20:18:06.248608 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (154.624701ms) to execute
Oct 31 20:18:32 openhouse-demo-k8s-master-1 etcd[6343]: 2019-10-31 20:18:32.007771 W | etcdserver: request "header:<ID:14919139277656668843 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/events/default/backend-844b95fc6f-kwshh.15d2d4b944cdf66a\" mod_revision:0 > success:<request_put:<key:\"/registry/events/default/backend-844b95fc6f-kwshh.15d2d4b944cdf66a\" value_size:486 lease:5695767240801892900 >> failure:<>>" with result "size:20" took too long (181.308675ms) to execute
Oct 31 20:18:32 openhouse-demo-k8s-master-1 etcd[6343]: 2019-10-31 20:18:32.007988 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:458" took too long (169.328632ms) to execute
Oct 31 20:18:32 openhouse-demo-k8s-master-1 etcd[6343]: 2019-10-31 20:18:32.723921 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/kube-proxy-token-6ncqr\" " with result "range_response_count:1 size:2304" took too long (234.200498ms) to execute
Oct 31 20:18:36 openhouse-demo-k8s-master-1 etcd[6343]: 2019-10-31 20:18:36.649621 W | etcdserver: read-only range request "key:\"/registry/priorityclasses\" range_end:\"/registry/priorityclasset\" count_only:true " with result "range_response_count:0 size:9" took too long (113.940833ms) to execute
Oct 31 20:18:36 openhouse-demo-k8s-master-1 etcd[6343]: 2019-10-31 20:18:36.649912 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/cronjob-controller-token-gdz7c\" " with result "range_response_count:1 size:2360" took too long (137.999119ms) to execute
Oct 31 20:18:42 openhouse-demo-k8s-master-1 etcd[6343]: 2019-10-31 20:18:42.726423 W | etcdserver: read-only range request "key:\"/registry/horizontalpodautoscalers\" range_end:\"/registry/horizontalpodautoscalert\" count_only:true " with result "range_response_count:0 size:9" took too long (125.873997ms) to execute
Oct 31 20:18:42 openhouse-demo-k8s-master-1 etcd[6343]: 2019-10-31 20:18:42.726582 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (302.877604ms) to execute
Oct 31 20:18:50 openhouse-demo-k8s-master-1 etcd[6343]: 2019-10-31 20:18:50.450657 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:458" took too long (343.835798ms) to execute
Oct 31 20:18:50 openhouse-demo-k8s-master-1 etcd[6343]: 2019-10-31 20:18:50.450909 W | etcdserver: request "header:<ID:14919139277656669034 > lease_revoke:<id:4f0b6e20c74dbaca>" with result "size:29" took too long (208.716528ms) to execute
