-- Logs begin at Thu 2019-12-19 12:32:44 UTC, end at Fri 2019-12-20 23:40:04 UTC. --
Dec 20 23:19:43 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-20 23:19:43.555740 W | etcdserver: request "header:<ID:14919139277708918015 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/replicasets/istio-system/istio-ingressgateway-746bdcc7c5\" mod_revision:45403602 > success:<request_put:<key:\"/registry/replicasets/istio-system/istio-ingressgateway-746bdcc7c5\" value_size:2647 >> failure:<request_range:<key:\"/registry/replicasets/istio-system/istio-ingressgateway-746bdcc7c5\" > >>" with result "size:20" took too long (136.679093ms) to execute
Dec 20 23:19:43 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-20 23:19:43.556281 W | etcdserver: read-only range request "key:\"/registry/serviceaccounts/kube-system/disruption-controller\" " with result "range_response_count:1 size:262" took too long (157.411698ms) to execute
Dec 20 23:19:43 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-20 23:19:43.571885 W | etcdserver: read-only range request "key:\"/registry/pods/istio-system/istio-ingressgateway-746bdcc7c5-x76gv\" " with result "range_response_count:1 size:2738" took too long (161.765775ms) to execute
Dec 20 23:19:43 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-20 23:19:43.572062 W | etcdserver: read-only range request "key:\"/registry/networking.istio.io/sidecars\" range_end:\"/registry/networking.istio.io/sidecart\" count_only:true " with result "range_response_count:0 size:7" took too long (133.374196ms) to execute
Dec 20 23:19:43 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-20 23:19:43.572251 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/istio-system/istio-ingressgateway\" " with result "range_response_count:1 size:677" took too long (172.09225ms) to execute
Dec 20 23:19:43 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-20 23:19:43.801344 W | etcdserver: read-only range request "key:\"/registry/pods/istio-system/istio-ingressgateway-746bdcc7c5-x76gv\" " with result "range_response_count:1 size:3075" took too long (169.548908ms) to execute
Dec 20 23:19:43 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-20 23:19:43.801394 W | etcdserver: read-only range request "key:\"/registry/replicasets/istio-system/istio-ingressgateway-746bdcc7c5\" " with result "range_response_count:1 size:2742" took too long (166.538627ms) to execute
Dec 20 23:19:43 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-20 23:19:43.833523 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (130.305165ms) to execute
Dec 20 23:19:43 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-20 23:19:43.833815 W | etcdserver: read-only range request "key:\"/registry/deployments/istio-system/istio-pilot\" " with result "range_response_count:1 size:5928" took too long (146.680667ms) to execute
Dec 20 23:19:43 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-20 23:19:43.834087 W | etcdserver: read-only range request "key:\"/registry/poddisruptionbudgets/istio-system/istio-ingressgateway\" " with result "range_response_count:1 size:900" took too long (182.40095ms) to execute
Dec 20 23:20:43 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-20 23:20:43.678099 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/istio-system/istio-ingressgateway\" " with result "range_response_count:1 size:995" took too long (166.369051ms) to execute
Dec 20 23:20:43 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-20 23:20:43.712536 W | etcdserver: read-only range request "key:\"/registry/serviceaccounts/kube-system/disruption-controller\" " with result "range_response_count:1 size:262" took too long (183.844363ms) to execute
Dec 20 23:20:43 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-20 23:20:43.712852 W | etcdserver: read-only range request "key:\"/registry/pods/istio-system/istio-ingressgateway-746bdcc7c5-jmcwx\" " with result "range_response_count:1 size:2738" took too long (173.074412ms) to execute
Dec 20 23:20:43 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-20 23:20:43.927528 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-node-nf-4\" " with result "range_response_count:1 size:4297" took too long (148.924001ms) to execute
Dec 20 23:21:21 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-20 23:21:21.571025 I | mvcc: store.index: compact 45402065
Dec 20 23:21:21 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-20 23:21:21.576751 I | mvcc: finished scheduled compaction at 45402065 (took 4.132717ms)
Dec 20 23:22:51 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-20 23:22:51.215052 W | etcdserver: read-only range request "key:\"/registry/replicasets/default/backend-844b95fc6f\" " with result "range_response_count:1 size:1063" took too long (137.345252ms) to execute
Dec 20 23:26:21 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-20 23:26:21.583403 I | mvcc: store.index: compact 45403998
Dec 20 23:26:21 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-20 23:26:21.591998 I | mvcc: finished scheduled compaction at 45403998 (took 7.300159ms)
Dec 20 23:26:22 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-20 23:26:22.935367 W | etcdserver: read-only range request "key:\"/registry/controllerrevisions\" range_end:\"/registry/controllerrevisiont\" count_only:true " with result "range_response_count:0 size:9" took too long (223.436922ms) to execute
Dec 20 23:26:22 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-20 23:26:22.935561 W | etcdserver: read-only range request "key:\"/registry/minions/\" range_end:\"/registry/minions0\" limit:500 " with result "range_response_count:6 size:28594" took too long (1.258775589s) to execute
Dec 20 23:26:22 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-20 23:26:22.935695 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (1.050661583s) to execute
Dec 20 23:26:22 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-20 23:26:22.935899 W | etcdserver: read-only range request "key:\"/registry/minions\" range_end:\"/registry/miniont\" count_only:true " with result "range_response_count:0 size:9" took too long (599.58287ms) to execute
Dec 20 23:26:22 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-20 23:26:22.935965 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:458" took too long (1.222991715s) to execute
Dec 20 23:31:21 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-20 23:31:21.595254 I | mvcc: store.index: compact 45405030
Dec 20 23:31:21 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-20 23:31:21.603050 I | mvcc: finished scheduled compaction at 45405030 (took 6.182873ms)
Dec 20 23:31:21 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-20 23:31:21.841808 W | etcdserver: request "header:<ID:14919139277708926748 > lease_revoke:<id:4f0b6e20ca6b1e6a>" with result "size:29" took too long (155.563804ms) to execute
Dec 20 23:34:58 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-20 23:34:58.441292 W | wal: sync duration of 1.494482131s, expected less than 1s
Dec 20 23:34:58 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-20 23:34:58.449183 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:458" took too long (972.194433ms) to execute
Dec 20 23:34:58 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-20 23:34:58.449248 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-master-1\" " with result "range_response_count:1 size:4756" took too long (327.330093ms) to execute
Dec 20 23:34:58 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-20 23:34:58.449329 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (938.305007ms) to execute
Dec 20 23:34:58 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-20 23:34:58.449479 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-node-nf-2\" " with result "range_response_count:1 size:4239" took too long (895.086565ms) to execute
Dec 20 23:34:58 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-20 23:34:58.449686 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-node-nf-3\" " with result "range_response_count:1 size:3990" took too long (1.307385057s) to execute
Dec 20 23:34:58 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-20 23:34:58.449737 W | etcdserver: read-only range request "key:\"/registry/secrets\" range_end:\"/registry/secrett\" count_only:true " with result "range_response_count:0 size:10" took too long (970.643706ms) to execute
Dec 20 23:34:58 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-20 23:34:58.449919 W | etcdserver: read-only range request "key:\"/registry/podsecuritypolicy\" range_end:\"/registry/podsecuritypolicz\" count_only:true " with result "range_response_count:0 size:9" took too long (594.144761ms) to execute
Dec 20 23:35:48 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-20 23:35:48.946142 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (220.874664ms) to execute
Dec 20 23:35:48 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-20 23:35:48.946548 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/endpoint-controller-token-lfmgk\" " with result "range_response_count:1 size:2367" took too long (218.054579ms) to execute
Dec 20 23:35:48 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-20 23:35:48.946874 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/replicaset-controller-token-6xc9z\" " with result "range_response_count:1 size:2381" took too long (218.167369ms) to execute
Dec 20 23:36:21 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-20 23:36:21.609652 I | mvcc: store.index: compact 45405918
Dec 20 23:36:21 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-20 23:36:21.618891 I | mvcc: finished scheduled compaction at 45405918 (took 6.520658ms)
Dec 20 23:36:21 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-20 23:36:21.789047 W | etcdserver: read-only range request "key:\"/registry/deployments/default/backend\" " with result "range_response_count:1 size:1911" took too long (141.950566ms) to execute
Dec 20 23:37:22 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-20 23:37:22.613082 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/endpoint-controller-token-lfmgk\" " with result "range_response_count:1 size:2367" took too long (140.651384ms) to execute
