-- Logs begin at Mon 2019-12-16 15:39:59 UTC, end at Wed 2019-12-18 09:14:53 UTC. --
Dec 18 08:55:09 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-18 08:55:09.830736 I | mvcc: store.index: compact 44757226
Dec 18 08:55:09 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-18 08:55:09.836481 I | mvcc: finished scheduled compaction at 44757226 (took 4.400392ms)
Dec 18 09:00:10 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-18 09:00:10.076262 I | mvcc: store.index: compact 44758677
Dec 18 09:00:10 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-18 09:00:10.088038 I | mvcc: finished scheduled compaction at 44758677 (took 9.910611ms)
Dec 18 09:00:42 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-18 09:00:42.114170 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/horizontal-pod-autoscaler-token-5nhfp\" " with result "range_response_count:1 size:2409" took too long (264.985884ms) to execute
Dec 18 09:00:42 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-18 09:00:42.114242 W | etcdserver: read-only range request "key:\"/registry/podsecuritypolicy\" range_end:\"/registry/podsecuritypolicz\" count_only:true " with result "range_response_count:0 size:9" took too long (525.194835ms) to execute
Dec 18 09:00:52 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-18 09:00:52.117205 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v1alpha1.admissionregistration.k8s.io\" " with result "range_response_count:1 size:694" took too long (116.063741ms) to execute
Dec 18 09:00:52 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-18 09:00:52.120797 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v1beta1.authentication.k8s.io\" " with result "range_response_count:1 size:670" took too long (118.46038ms) to execute
Dec 18 09:00:52 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-18 09:00:52.120817 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v1.authorization.k8s.io\" " with result "range_response_count:1 size:653" took too long (119.37418ms) to execute
Dec 18 09:00:52 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-18 09:00:52.120849 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v1beta1.authorization.k8s.io\" " with result "range_response_count:1 size:667" took too long (118.604359ms) to execute
Dec 18 09:00:52 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-18 09:00:52.120940 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v1beta1.admissionregistration.k8s.io\" " with result "range_response_count:1 size:692" took too long (117.524291ms) to execute
