-- Logs begin at Tue 2019-10-29 21:05:01 UTC, end at Sat 2019-11-02 07:44:51 UTC. --
Nov 02 07:24:38 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-02 07:24:38.859421 W | etcdserver: request "header:<ID:14919139277658057298 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/events/istio-system/istio-ingressgateway-746bdcc7c5.15d347a74bed7592\" mod_revision:0 > success:<request_put:<key:\"/registry/events/istio-system/istio-ingressgateway-746bdcc7c5.15d347a74bed7592\" value_size:403 lease:5695767240803281476 >> failure:<>>" with result "size:20" took too long (110.026814ms) to execute
Nov 02 07:24:38 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-02 07:24:38.860409 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/endpoint-controller-token-lfmgk\" " with result "range_response_count:1 size:2367" took too long (109.293855ms) to execute
Nov 02 07:24:38 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-02 07:24:38.898337 W | etcdserver: read-only range request "key:\"/registry/deployments/istio-system/istio-policy\" " with result "range_response_count:1 size:5955" took too long (104.310156ms) to execute
Nov 02 07:24:38 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-02 07:24:38.899913 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/disruption-controller-token-dzc52\" " with result "range_response_count:1 size:2381" took too long (148.281702ms) to execute
Nov 02 07:24:39 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-02 07:24:39.093244 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/istio-system/istio-ingressgateway\" " with result "range_response_count:1 size:676" took too long (156.639215ms) to execute
Nov 02 07:24:39 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-02 07:24:39.093422 W | etcdserver: request "header:<ID:14919139277658057316 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/poddisruptionbudgets/istio-system/istio-ingressgateway\" mod_revision:35603181 > success:<request_put:<key:\"/registry/poddisruptionbudgets/istio-system/istio-ingressgateway\" value_size:807 >> failure:<request_range:<key:\"/registry/poddisruptionbudgets/istio-system/istio-ingressgateway\" > >>" with result "size:20" took too long (132.531725ms) to execute
Nov 02 07:24:39 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-02 07:24:39.093560 W | etcdserver: read-only range request "key:\"/registry/replicasets/istio-system/istio-ingressgateway-746bdcc7c5\" " with result "range_response_count:1 size:2742" took too long (132.665699ms) to execute
Nov 02 07:24:39 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-02 07:24:39.093725 W | etcdserver: read-only range request "key:\"/registry/deployments/istio-system/istio-telemetry\" " with result "range_response_count:1 size:6148" took too long (127.103633ms) to execute
Nov 02 07:24:53 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-02 07:24:53.953477 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/istio-system/istio-ingressgateway\" " with result "range_response_count:1 size:1153" took too long (144.428451ms) to execute
Nov 02 07:24:53 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-02 07:24:53.955792 W | etcdserver: request "header:<ID:14919139277658057580 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/replicasets/istio-system/istio-ingressgateway-746bdcc7c5\" mod_revision:35603809 > success:<request_put:<key:\"/registry/replicasets/istio-system/istio-ingressgateway-746bdcc7c5\" value_size:2647 >> failure:<request_range:<key:\"/registry/replicasets/istio-system/istio-ingressgateway-746bdcc7c5\" > >>" with result "size:20" took too long (143.006541ms) to execute
Nov 02 07:26:42 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-02 07:26:42.625981 I | mvcc: store.index: compact 35602913
