-- Logs begin at Thu 2019-12-19 00:14:23 UTC, end at Fri 2019-12-20 09:22:32 UTC. --
Dec 20 09:01:07 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-20 09:01:07.921262 I | mvcc: store.index: compact 45251829
Dec 20 09:01:07 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-20 09:01:07.927969 I | mvcc: finished scheduled compaction at 45251829 (took 4.64425ms)
Dec 20 09:01:08 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-20 09:01:08.157648 W | etcdserver: read-only range request "key:\"/registry/deployments/default/\" range_end:\"/registry/deployments/default0\" limit:500 " with result "range_response_count:1 size:1897" took too long (151.185211ms) to execute
Dec 20 09:01:08 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-20 09:01:08.157791 W | etcdserver: read-only range request "key:\"/registry/rbac.istio.io/clusterrbacconfigs\" range_end:\"/registry/rbac.istio.io/clusterrbacconfigt\" count_only:true " with result "range_response_count:0 size:7" took too long (145.775228ms) to execute
Dec 20 09:02:11 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-20 09:02:11.693925 W | etcdserver: read-only range request "key:\"/registry/monitoring.coreos.com/prometheusrules\" range_end:\"/registry/monitoring.coreos.com/prometheusrulet\" count_only:true " with result "range_response_count:0 size:9" took too long (362.877692ms) to execute
Dec 20 09:02:34 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-20 09:02:34.543266 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-master-1\" " with result "range_response_count:1 size:4756" took too long (151.989363ms) to execute
Dec 20 09:02:34 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-20 09:02:34.574526 W | etcdserver: read-only range request "key:\"/registry/secrets/default/istio.default\" " with result "range_response_count:1 size:4172" took too long (156.361536ms) to execute
Dec 20 09:02:34 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-20 09:02:34.574621 W | etcdserver: read-only range request "key:\"/registry/secrets/default/default-token-zvvdz\" " with result "range_response_count:1 size:2261" took too long (175.344364ms) to execute
Dec 20 09:02:34 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-20 09:02:34.574733 W | etcdserver: read-only range request "key:\"/registry/replicasets/default/backend-844b95fc6f\" " with result "range_response_count:1 size:1063" took too long (176.821294ms) to execute
Dec 20 09:02:34 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-20 09:02:34.574836 W | etcdserver: read-only range request "key:\"/registry/secrets/default/gitlab\" " with result "range_response_count:1 size:442" took too long (175.804613ms) to execute
Dec 20 09:02:34 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-20 09:02:34.574969 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-node-nf-1\" " with result "range_response_count:1 size:6260" took too long (115.725407ms) to execute
Dec 20 09:02:34 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-20 09:02:34.575101 W | etcdserver: read-only range request "key:\"/registry/pods/default/backend-844b95fc6f-9xh4s\" " with result "range_response_count:1 size:2946" took too long (119.236755ms) to execute
Dec 20 09:02:38 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-20 09:02:38.066235 W | etcdserver: read-only range request "key:\"/registry/pods/istio-system/istio-ingressgateway-746bdcc7c5-s2vhf\" " with result "range_response_count:1 size:2738" took too long (269.960017ms) to execute
Dec 20 09:02:38 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-20 09:02:38.423695 W | etcdserver: read-only range request "key:\"/registry/replicasets/istio-system/istio-ingressgateway-746bdcc7c5\" " with result "range_response_count:1 size:2742" took too long (596.590288ms) to execute
Dec 20 09:02:38 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-20 09:02:38.423749 W | etcdserver: read-only range request "key:\"/registry/deployments/istio-system/istio-policy\" " with result "range_response_count:1 size:5955" took too long (431.253016ms) to execute
Dec 20 09:02:38 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-20 09:02:38.424047 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/istio-system/istio-ingressgateway\" " with result "range_response_count:1 size:834" took too long (601.893564ms) to execute
Dec 20 09:02:38 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-20 09:02:38.430842 W | etcdserver: read-only range request "key:\"/registry/poddisruptionbudgets/istio-system/istio-ingressgateway\" " with result "range_response_count:1 size:900" took too long (357.727408ms) to execute
