-- Logs begin at Sun 2019-12-15 09:07:23 UTC, end at Tue 2019-12-17 00:04:41 UTC. --
Dec 16 23:44:21 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-16 23:44:21.689719 I | mvcc: store.index: compact 44422867
Dec 16 23:44:21 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-16 23:44:21.697853 I | mvcc: finished scheduled compaction at 44422867 (took 6.81959ms)
Dec 16 23:44:39 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-16 23:44:39.968261 W | etcdserver: read-only range request "key:\"/registry/pods/istio-system/istio-ingressgateway-746bdcc7c5-nnf7z\" " with result "range_response_count:1 size:2738" took too long (186.784834ms) to execute
Dec 16 23:44:39 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-16 23:44:39.984601 W | etcdserver: read-only range request "key:\"/registry/deployments/istio-system/istio-pilot\" " with result "range_response_count:1 size:5928" took too long (132.454853ms) to execute
Dec 16 23:44:39 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-16 23:44:39.984669 W | etcdserver: read-only range request "key:\"/registry/serviceaccounts/kube-system/disruption-controller\" " with result "range_response_count:1 size:262" took too long (193.581042ms) to execute
Dec 16 23:44:39 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-16 23:44:39.984797 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/istio-system/istio-ingressgateway\" " with result "range_response_count:1 size:677" took too long (188.021438ms) to execute
Dec 16 23:44:40 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-16 23:44:40.200730 W | etcdserver: request "header:<ID:14919139277705065043 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/pods/istio-system/istio-ingressgateway-746bdcc7c5-tv4rd\" mod_revision:44424666 > success:<request_put:<key:\"/registry/pods/istio-system/istio-ingressgateway-746bdcc7c5-tv4rd\" value_size:2981 >> failure:<request_range:<key:\"/registry/pods/istio-system/istio-ingressgateway-746bdcc7c5-tv4rd\" > >>" with result "size:20" took too long (125.787588ms) to execute
Dec 16 23:44:40 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-16 23:44:40.215447 W | etcdserver: read-only range request "key:\"/registry/events/default/backend-844b95fc6f-hxnbq.15e0fe9b354543bf\" " with result "range_response_count:1 size:592" took too long (120.570734ms) to execute
Dec 16 23:44:45 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-16 23:44:45.403821 W | etcdserver: read-only range request "key:\"/registry/poddisruptionbudgets/istio-system/istio-ingressgateway\" " with result "range_response_count:1 size:900" took too long (106.676381ms) to execute
Dec 16 23:44:54 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-16 23:44:54.851112 W | etcdserver: request "header:<ID:14919139277705065299 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/pods/istio-system/istio-ingressgateway-746bdcc7c5-z48ff\" mod_revision:0 > success:<request_put:<key:\"/registry/pods/istio-system/istio-ingressgateway-746bdcc7c5-z48ff\" value_size:2578 >> failure:<>>" with result "size:20" took too long (133.370288ms) to execute
Dec 16 23:44:54 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-16 23:44:54.851304 W | etcdserver: read-only range request "key:\"/registry/deployments/istio-system/istio-policy\" " with result "range_response_count:1 size:5955" took too long (107.492311ms) to execute
Dec 16 23:44:55 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-16 23:44:55.076999 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/istio-system/istio-ingressgateway\" " with result "range_response_count:1 size:1154" took too long (123.306745ms) to execute
Dec 16 23:44:55 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-16 23:44:55.077379 W | etcdserver: request "header:<ID:14919139277705065315 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/pods/istio-system/istio-ingressgateway-746bdcc7c5-z48ff\" mod_revision:44424773 > success:<request_put:<key:\"/registry/pods/istio-system/istio-ingressgateway-746bdcc7c5-z48ff\" value_size:2981 >> failure:<request_range:<key:\"/registry/pods/istio-system/istio-ingressgateway-746bdcc7c5-z48ff\" > >>" with result "size:20" took too long (123.317324ms) to execute
Dec 16 23:49:21 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-16 23:49:21.767929 I | mvcc: store.index: compact 44424602
Dec 16 23:49:21 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-16 23:49:21.777153 I | mvcc: finished scheduled compaction at 44424602 (took 7.873518ms)
Dec 16 23:49:23 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-16 23:49:23.245345 W | etcdserver: request "header:<ID:14919139277705068474 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/minions/openhouse-demo-k8s-node-1\" mod_revision:44425492 > success:<request_put:<key:\"/registry/minions/openhouse-demo-k8s-node-1\" value_size:4548 >> failure:<request_range:<key:\"/registry/minions/openhouse-demo-k8s-node-1\" > >>" with result "size:20" took too long (1.191027258s) to execute
Dec 16 23:49:23 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-16 23:49:23.284037 W | wal: sync duration of 1.230358784s, expected less than 1s
Dec 16 23:49:23 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-16 23:49:23.284369 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/disruption-controller-token-dzc52\" " with result "range_response_count:1 size:2381" took too long (983.386765ms) to execute
Dec 16 23:49:23 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-16 23:49:23.319462 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/prometheus-operator-prometheus-token-bcwsw\" " with result "range_response_count:1 size:2448" took too long (325.619966ms) to execute
Dec 16 23:49:23 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-16 23:49:23.319866 W | etcdserver: read-only range request "key:\"/registry/secrets/istio-system/istio-galley-service-account-token-9lrmt\" " with result "range_response_count:1 size:2440" took too long (497.598949ms) to execute
Dec 16 23:49:23 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-16 23:49:23.320258 W | etcdserver: read-only range request "key:\"/registry/config.istio.io/adapters\" range_end:\"/registry/config.istio.io/adaptert\" count_only:true " with result "range_response_count:0 size:7" took too long (763.854494ms) to execute
Dec 16 23:49:23 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-16 23:49:23.320614 W | etcdserver: read-only range request "key:\"/registry/secrets/istio-system/istio-sidecar-injector-service-account-token-9v924\" " with result "range_response_count:1 size:2510" took too long (278.611319ms) to execute
Dec 16 23:49:23 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-16 23:49:23.479224 W | etcdserver: read-only range request "key:\"/registry/poddisruptionbudgets/istio-system/istio-pilot\" " with result "range_response_count:1 size:771" took too long (143.773511ms) to execute
Dec 16 23:49:23 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-16 23:49:23.479611 W | etcdserver: request "header:<ID:14919139277705068484 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/services/endpoints/default/backend\" mod_revision:44425516 > success:<request_put:<key:\"/registry/services/endpoints/default/backend\" value_size:736 >> failure:<request_range:<key:\"/registry/services/endpoints/default/backend\" > >>" with result "size:20" took too long (127.844083ms) to execute
Dec 16 23:51:45 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-16 23:51:45.087965 W | etcdserver: request "header:<ID:14919139277705070109 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/pods/default/backend-844b95fc6f-pknf8\" mod_revision:44425904 > success:<request_put:<key:\"/registry/pods/default/backend-844b95fc6f-pknf8\" value_size:3504 >> failure:<request_range:<key:\"/registry/pods/default/backend-844b95fc6f-pknf8\" > >>" with result "size:20" took too long (105.896082ms) to execute
