-- Logs begin at Mon 2019-10-07 09:29:53 UTC, end at Thu 2019-10-10 14:59:58 UTC. --
Oct 10 14:40:27 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 14:40:27.964446 W | etcdserver: request "header:<ID:14919138748426867288 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/horizontalpodautoscalers/istio-system/istio-telemetry\" mod_revision:32141223 > success:<request_put:<key:\"/registry/horizontalpodautoscalers/istio-system/istio-telemetry\" value_size:1571 >> failure:<request_range:<key:\"/registry/horizontalpodautoscalers/istio-system/istio-telemetry\" > >>" with result "size:20" took too long (157.070885ms) to execute
Oct 10 14:40:27 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 14:40:27.966247 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/disruption-controller-token-dzc52\" " with result "range_response_count:1 size:2381" took too long (169.088493ms) to execute
Oct 10 14:40:27 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 14:40:27.979089 W | etcdserver: read-only range request "key:\"/registry/services/specs/default/kubernetes\" " with result "range_response_count:1 size:294" took too long (181.214247ms) to execute
Oct 10 14:40:27 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 14:40:27.979126 W | etcdserver: read-only range request "key:\"/registry/deployments/istio-system/istio-ingressgateway\" " with result "range_response_count:1 size:6199" took too long (181.285871ms) to execute
Oct 10 14:40:27 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 14:40:27.979278 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/istio-system/istio-ingressgateway\" " with result "range_response_count:1 size:677" took too long (179.080944ms) to execute
Oct 10 14:40:27 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 14:40:27.979472 W | etcdserver: read-only range request "key:\"/registry/pods/istio-system/istio-ingressgateway-746bdcc7c5-26qlg\" " with result "range_response_count:1 size:2738" took too long (134.278686ms) to execute
Oct 10 14:40:28 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 14:40:28.223111 W | etcdserver: read-only range request "key:\"/registry/poddisruptionbudgets/istio-system/istio-ingressgateway\" " with result "range_response_count:1 size:900" took too long (156.06657ms) to execute
Oct 10 14:40:43 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 14:40:43.038874 W | etcdserver: request "header:<ID:14919138748426867541 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/events/istio-system/istio-ingressgateway-746bdcc7c5-ctkg7.15cc501a0cb61faf\" mod_revision:0 > success:<request_put:<key:\"/registry/events/istio-system/istio-ingressgateway-746bdcc7c5-ctkg7.15cc501a0cb61faf\" value_size:444 lease:5695766711572091118 >> failure:<>>" with result "size:20" took too long (145.589537ms) to execute
Oct 10 14:40:43 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 14:40:43.039585 W | etcdserver: read-only range request "key:\"/registry/poddisruptionbudgets/istio-system/istio-ingressgateway\" " with result "range_response_count:1 size:900" took too long (171.631064ms) to execute
Oct 10 14:40:43 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 14:40:43.054491 W | etcdserver: read-only range request "key:\"/registry/pods/istio-system/istio-ingressgateway-746bdcc7c5-ctkg7\" " with result "range_response_count:1 size:2738" took too long (173.149505ms) to execute
Oct 10 14:40:43 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 14:40:43.054540 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/istio-system/istio-ingressgateway\" " with result "range_response_count:1 size:1154" took too long (183.025244ms) to execute
